Car Make,Car Model,Year,Mileage,Price,Fuel Type,Color,Transmission,Options/Features,Condition,Accident
Kia,Forte,2016,49207,4173.944,Diesel,Blue,Manual,"Heated Seats, Remote Start",Like New,Yes
Hyundai,Santa Fe,2017,121747,16914.696,Electric,Yellow,Automatic,"Remote Start, Leather Seats, Backup Camera",New,Yes
Mercedes,GLC,2021,25044,30187.312,Gasoline,Orange,Automatic,"GPS, Backup Camera",Used,Yes
Nissan,Leaf,2018,128759,34425.87,Diesel,Silver,Manual,"Sunroof, Backup Camera",New,No
Land Rover,Discovery,2016,100385,22078.024,Diesel,Brown,Automatic,"Leather Seats, Remote Start, Backup Camera, Heated Seats",Used,Yes
Jaguar,F-Type,2010,62362,39266.26,Diesel,Black,Manual,Heated Seats,Like New,No
Mercedes,S-Class,2022,99699,17971.352,Hybrid,Red,Automatic,Heated Seats,Used,Yes
Land Rover,Evoque,2021,74026,24830.728000000003,Diesel,Green,Manual,"Sunroof, Leather Seats, Backup Camera",Like New,Yes
Mazda,CX-5,2015,132627,32535.672,Gasoline,Orange,Automatic,"GPS, Backup Camera",Like New,Yes
Nissan,Maxima,2012,53996,9664.864,Gasoline,Blue,Manual,"Heated Seats, Sunroof, Remote Start, Leather Seats",Like New,Yes
Chrysler,Charger,2020,112714,4808.056,Gasoline,White,Automatic,"GPS, Leather Seats",New,Yes
Nissan,Maxima,2018,111287,25576.872000000003,Gasoline,Gray,Automatic,"Remote Start, Sunroof, Leather Seats, Backup Camera",New,Yes
Subaru,Legacy,2012,52679,26435.624,Electric,White,Manual,"Sunroof, Remote Start",Like New,Yes
Honda,Civic,2010,58044,22817.608,Hybrid,White,Automatic,Remote Start,New,Yes
Chevy,Traverse,2022,35806,7354.84,Diesel,Brown,Automatic,"Bluetooth, GPS, Backup Camera, Sunroof",Used,Yes
Tesla,Model Y,2022,104938,16618.64,Gasoline,Green,Automatic,"Remote Start, GPS",Like New,Yes
Volkswagen,Beetle,2018,112124,16601.22,Gasoline,Red,Automatic,"Heated Seats, Leather Seats, Bluetooth, Sunroof",Used,No
Kia,Optima,2012,116692,27456.736,Electric,Gray,Manual,"Heated Seats, Sunroof, Leather Seats",Used,Yes
Subaru,Legacy,2022,131476,10433.904,Hybrid,Gray,Manual,"Heated Seats, Leather Seats, GPS, Remote Start",Used,Yes
Porsche,Cayenne,2011,61218,27875.46,Electric,Orange,Automatic,Remote Start,New,No
BMW,X5,2017,119131,7173.064,Electric,Blue,Manual,"Sunroof, Backup Camera, Heated Seats, Bluetooth",New,Yes
Fiat,500,2022,50946,33813.11,Hybrid,Red,Automatic,"GPS, Backup Camera",Used,No
Land Rover,Velar,2021,65731,26146.84,Gasoline,Silver,Automatic,"GPS, Bluetooth",Used,Yes
Mazda,CX-5,2020,108584,18596.232,Diesel,Orange,Automatic,Backup Camera,Used,Yes
Volkswagen,Beetle,2019,96251,16509.104000000003,Electric,Blue,Automatic,Bluetooth,Like New,Yes
Chevrolet,Cruze,2018,32909,24110.704,Electric,Silver,Automatic,"Heated Seats, Sunroof, Remote Start",Used,Yes
Chrysler,Voyager,2022,68772,31269.040000000005,Hybrid,Yellow,Automatic,"GPS, Sunroof, Leather Seats",Like New,Yes
Tesla,Model X,2016,97562,22594.152,Gasoline,Gray,Automatic,"Heated Seats, Remote Start, Bluetooth, GPS",Like New,Yes
Chevy,Silverado,2017,87279,20909.21,Electric,White,Automatic,"Heated Seats, Leather Seats",Like New,No
Nissan,Maxima,2013,58154,34057.856,Electric,White,Automatic,"Backup Camera, GPS, Remote Start, Heated Seats",New,Yes
Jaguar,F-Type,2019,87684,21724.256,Electric,Yellow,Automatic,"Leather Seats, Backup Camera, Remote Start, GPS",Used,Yes
Land Rover,Defender,2017,146759,5172.256,Electric,Green,Automatic,"Bluetooth, Heated Seats, GPS, Backup Camera",Like New,Yes
Mercedes,A-Class,2019,31410,15715.704000000002,Electric,White,Manual,"Backup Camera, Bluetooth, Heated Seats, Leather Seats",New,Yes
Jaguar,XJ,2013,114862,29225.656000000003,Electric,Silver,Manual,"Backup Camera, Leather Seats",Like New,Yes
Chrysler,Charger,2011,75765,32947.152,Hybrid,Green,Automatic,"Remote Start, GPS, Leather Seats, Sunroof",New,Yes
Jaguar,XF,2020,140530,23223.376000000004,Electric,Yellow,Manual,"GPS, Heated Seats, Leather Seats, Remote Start",Like New,Yes
Mercedes,GLC,2017,30244,20194.776,Electric,Gray,Manual,"GPS, Sunroof, Remote Start",Like New,Yes
Kia,Sportage,2013,146148,10283.4,Electric,Silver,Manual,"GPS, Sunroof, Backup Camera, Bluetooth",Used,Yes
Porsche,Cayenne,2012,93444,19185.392000000003,Hybrid,Black,Automatic,"Bluetooth, Remote Start",New,Yes
Volkswagen,Passat,2019,108666,13764.928,Hybrid,Silver,Manual,"Remote Start, GPS",Like New,Yes
Honda,Accord,2020,70967,37855.744,Gasoline,Blue,Automatic,GPS,Like New,Yes
Jaguar,I-Pace,2010,11911,31753.616,Gasoline,Black,Manual,Heated Seats,Used,Yes
Mazda,CX-5,2013,69853,30553.36,Hybrid,White,Automatic,GPS,Used,Yes
Kia,Forte,2017,127471,39099.336,Electric,Orange,Manual,"Heated Seats, Remote Start, Backup Camera, Sunroof",New,Yes
Land Rover,Velar,2014,96008,26674.33,Diesel,Black,Manual,"Bluetooth, Leather Seats, Remote Start, GPS",Like New,No
Toyota,RAV4,2022,40730,16379.856,Hybrid,Orange,Automatic,"Bluetooth, GPS, Sunroof, Remote Start",Used,Yes
Fiat,500X,2022,6892,23735.64,Diesel,Green,Manual,"Heated Seats, Remote Start",Like New,Yes
Mazda,CX-9,2013,73938,6851.552000000001,Diesel,Orange,Manual,"Leather Seats, GPS, Remote Start, Backup Camera",Like New,Yes
Volkswagen,Jetta,2020,124365,26238.256,Electric,Brown,Manual,Leather Seats,New,Yes
Ford,Explorer,2010,53742,39003.976,Electric,Gray,Automatic,Leather Seats,Used,Yes
BMW,X5,2010,134388,11818.768,Hybrid,Gray,Manual,Bluetooth,Like New,Yes
BMW,X5,2010,74862,31923.504,Gasoline,Orange,Manual,"Remote Start, Sunroof, GPS",New,Yes
Audi,Q5,2016,121119,12897.84,Gasoline,Blue,Manual,"Sunroof, Remote Start",Used,Yes
Volkswagen,Passat,2012,16058,30810.088000000003,Gasoline,Gray,Manual,"Bluetooth, GPS",Used,Yes
Mercedes,C-Class,2013,118812,15682.488,Diesel,Gray,Automatic,GPS,Like New,Yes
Chrysler,Voyager,2021,45630,17370.352,Gasoline,Blue,Automatic,"Remote Start, Heated Seats, GPS",Like New,Yes
Ford,Focus,2020,45348,29247.816,Gasoline,White,Manual,"Remote Start, Sunroof, Leather Seats",New,Yes
Toyota,Tacoma,2015,40319,13025.064,Gasoline,Yellow,Manual,"Leather Seats, Backup Camera, Remote Start, Bluetooth",Used,Yes
Hyundai,Santa Fe,2014,47033,6479.56,Diesel,Yellow,Manual,"GPS, Heated Seats, Backup Camera, Sunroof",Like New,Yes
Chevrolet,Silverado,2019,100440,31936.6,Diesel,Silver,Automatic,"Backup Camera, Heated Seats",Used,Yes
Jaguar,I-Pace,2012,79220,15613.6,Electric,Black,Automatic,Remote Start,Used,Yes
Honda,Accord,2010,57973,7853.984,Diesel,Black,Automatic,"Backup Camera, Remote Start, Heated Seats, Bluetooth",Used,Yes
Ford,Focus,2013,23579,4471.0960000000005,Diesel,Yellow,Automatic,"Backup Camera, Heated Seats, Sunroof",Like New,Yes
Kia,Optima,2019,74681,23044.752,Gasoline,Gray,Automatic,Heated Seats,New,Yes
Tesla,Model Y,2013,55625,22942.912,Diesel,Brown,Automatic,Remote Start,Used,Yes
Chrysler,300,2020,125250,29291.816,Hybrid,Black,Automatic,"Heated Seats, Leather Seats, Backup Camera",New,Yes
Fiat,Doblo,2015,87615,23802.928,Electric,Silver,Manual,"Backup Camera, Leather Seats, Remote Start",Used,Yes
Chevy,Silverado,2016,149241,37341.288,Electric,Silver,Manual,Heated Seats,Like New,Yes
Ford,Focus,2019,9273,28292.42,Electric,Red,Manual,"GPS, Heated Seats, Bluetooth",New,No
Chevy,Traverse,2018,45557,7394.336,Hybrid,Silver,Automatic,"Backup Camera, Leather Seats, Heated Seats",New,Yes
Nissan,Rogue,2011,109804,24486.336,Diesel,Black,Manual,"Remote Start, Heated Seats, Backup Camera, GPS",Like New,Yes
Fiat,Panda,2010,105020,6825.184,Gasoline,Silver,Manual,Remote Start,Like New,Yes
Tesla,Model 3,2020,105266,5948.608,Gasoline,Silver,Automatic,"GPS, Heated Seats",Like New,Yes
Mazda,CX-9,2022,137311,7242.984,Hybrid,Gray,Manual,"GPS, Sunroof, Backup Camera",New,Yes
Ford,Explorer,2016,73827,7062.84,Hybrid,White,Automatic,"Sunroof, Heated Seats, Backup Camera, Leather Seats",Like New,Yes
Chevy,Traverse,2021,142428,16081.06,Gasoline,Gray,Manual,Heated Seats,Like New,No
Subaru,Crosstrek,2015,96306,13572.04,Electric,Brown,Automatic,"Backup Camera, Sunroof, Remote Start",Like New,No
Honda,Pilot,2010,66207,11188.664,Electric,White,Automatic,"Backup Camera, Leather Seats",New,Yes
Volkswagen,Jetta,2015,34170,14984.248,Hybrid,Red,Manual,"Backup Camera, Remote Start",New,Yes
Nissan,Leaf,2017,42053,29022.56,Gasoline,Green,Automatic,Bluetooth,Like New,Yes
Mercedes,S-Class,2014,18915,20738.592000000004,Gasoline,Black,Manual,"Remote Start, GPS, Heated Seats",Used,Yes
Volkswagen,Tiguan,2013,104798,22307.448000000004,Gasoline,Silver,Manual,"Leather Seats, Backup Camera",Used,Yes
Porsche,Taycan,2021,10633,5431.088,Electric,Silver,Manual,Bluetooth,Like New,Yes
Kia,Forte,2020,84253,12503.368,Electric,Red,Manual,"Leather Seats, Remote Start, Bluetooth",Like New,Yes
Mazda,Mazda6,2011,105193,22745.84,Diesel,Green,Automatic,"Bluetooth, Backup Camera, Remote Start, Sunroof",Used,Yes
Chevy,Silverado,2013,41327,24917.104000000003,Diesel,White,Manual,"Remote Start, Leather Seats, Backup Camera, Heated Seats",Used,Yes
Hyundai,Elantra,2018,144712,38149.656,Gasoline,White,Manual,"Sunroof, Remote Start, Bluetooth",New,Yes
Porsche,Macan,2012,54265,7843.768,Diesel,Red,Manual,"Leather Seats, Heated Seats",Used,Yes
Toyota,Highlander,2011,129938,8827.12,Hybrid,Silver,Automatic,"Leather Seats, Remote Start, Heated Seats, Backup Camera",Like New,Yes
Ford,Mustang,2022,8935,37315.664,Hybrid,Blue,Automatic,"Sunroof, Backup Camera",New,Yes
Jaguar,F-Type,2017,69692,24240.01,Gasoline,Brown,Manual,"Backup Camera, Heated Seats, Remote Start, GPS",Used,No
Land Rover,Discovery,2017,124773,42215.45,Gasoline,Blue,Manual,"Backup Camera, Heated Seats, GPS, Leather Seats",Used,No
Volkswagen,Tiguan,2016,84837,31852.376000000004,Electric,Yellow,Automatic,Heated Seats,Like New,Yes
Land Rover,Range Rover,2017,123409,7255.872,Gasoline,White,Automatic,"Sunroof, GPS, Leather Seats",Like New,Yes
Porsche,Taycan,2021,57935,35771.744,Gasoline,Gray,Manual,GPS,Used,Yes
Audi,A3,2020,100143,8838.79,Hybrid,Orange,Automatic,Remote Start,Like New,No
Chevrolet,Malibu,2019,44345,12295.58,Diesel,White,Automatic,"Heated Seats, Sunroof, Bluetooth",Like New,No
Chevrolet,Silverado,2012,58176,4127.184,Electric,Red,Manual,Backup Camera,Like New,Yes
Jaguar,XF,2013,129705,25418.23,Hybrid,Black,Automatic,"GPS, Leather Seats",New,No
Honda,Civic,2020,96493,5321.96,Gasoline,Brown,Manual,GPS,Like New,Yes
Subaru,Forester,2012,79548,25999.232000000004,Diesel,Yellow,Manual,"Bluetooth, Remote Start, Sunroof",New,Yes
BMW,X3,2018,22019,14541.976000000002,Diesel,Black,Manual,"Heated Seats, Leather Seats",Like New,Yes
Fiat,500,2011,143660,39538.816,Hybrid,Brown,Manual,"Backup Camera, Remote Start, Heated Seats",Like New,Yes
Kia,Sorento,2019,135127,22709.408,Hybrid,Yellow,Automatic,"Leather Seats, GPS, Heated Seats",Used,Yes
Toyota,Tacoma,2020,35913,30548.864,Diesel,Brown,Manual,"Bluetooth, Backup Camera, Leather Seats",Like New,Yes
Toyota,Corolla,2021,78826,13159.032,Gasoline,Gray,Manual,GPS,Used,Yes
Hyundai,Tucson,2016,12632,33953.536,Diesel,Silver,Manual,"Remote Start, GPS, Leather Seats, Sunroof",Used,Yes
Honda,Pilot,2018,92846,20648.92,Hybrid,Red,Manual,Leather Seats,Used,Yes
Chrysler,300,2022,97692,6383.6720000000005,Diesel,Gray,Automatic,"Backup Camera, Remote Start",Like New,Yes
Mazda,Mazda6,2019,35630,35125.376000000004,Electric,Silver,Automatic,Sunroof,Like New,Yes
Tesla,Model X,2017,84332,14726.29,Electric,White,Automatic,"GPS, Sunroof",Like New,No
Land Rover,Discovery,2022,131527,36578.408,Diesel,Blue,Manual,"Leather Seats, GPS, Backup Camera",Like New,Yes
Honda,Accord,2021,14582,20537.264000000003,Gasoline,Red,Manual,"Sunroof, GPS, Heated Seats",New,Yes
Land Rover,Evoque,2010,86826,26998.632,Diesel,Silver,Automatic,"Backup Camera, Bluetooth, Sunroof",New,Yes
Audi,A6,2012,46286,13850.928,Gasoline,Brown,Automatic,"Bluetooth, Leather Seats, Remote Start",New,Yes
Chrysler,Charger,2012,23675,15209.592000000002,Electric,Orange,Manual,Sunroof,New,Yes
Ford,F-150,2016,19103,8875.38,Hybrid,White,Manual,"Bluetooth, Leather Seats, Backup Camera",Used,No
BMW,X3,2019,39549,7344.984,Hybrid,Black,Manual,"Leather Seats, Remote Start, Heated Seats, Bluetooth",Like New,Yes
Kia,Soul,2012,91593,40495.04,Electric,Yellow,Manual,"GPS, Bluetooth, Sunroof, Backup Camera",New,No
Chevrolet,Malibu,2022,96387,25759.848,Diesel,Orange,Automatic,"Backup Camera, Heated Seats, GPS",Like New,Yes
Volkswagen,Beetle,2017,110071,25259.296,Diesel,Brown,Automatic,"Sunroof, GPS, Bluetooth, Leather Seats",Used,Yes
Chrysler,Voyager,2022,119125,24419.6,Electric,Orange,Automatic,"GPS, Backup Camera, Heated Seats, Sunroof",New,Yes
Hyundai,Kona,2011,121710,10342.264,Hybrid,Black,Automatic,"Sunroof, Heated Seats, GPS",Used,Yes
BMW,X5,2012,5048,31254.800000000003,Diesel,Yellow,Manual,"Leather Seats, Heated Seats",Like New,Yes
Hyundai,Tucson,2019,84835,37066.056,Hybrid,Silver,Automatic,"Remote Start, Leather Seats, Bluetooth, GPS",Used,Yes
Kia,Sportage,2010,5221,29320.752000000004,Electric,Black,Manual,"Heated Seats, Backup Camera, Sunroof, Bluetooth",New,Yes
Mazda,CX-9,2016,119082,23624.28,Diesel,Yellow,Automatic,"Remote Start, Sunroof, Leather Seats",New,Yes
Volkswagen,Golf,2012,8041,6582.856,Gasoline,White,Manual,"GPS, Leather Seats",Used,Yes
Subaru,Crosstrek,2022,116595,26436.944000000003,Hybrid,Orange,Manual,"Bluetooth, Leather Seats, Heated Seats, Sunroof",Used,Yes
Fiat,500,2019,135588,34484.936,Diesel,Orange,Manual,GPS,Like New,Yes
Chrysler,Voyager,2021,101620,8073.92,Hybrid,Black,Automatic,"Backup Camera, GPS, Remote Start, Heated Seats",Used,Yes
Tesla,Model Y,2020,25468,28626.664000000004,Electric,Brown,Automatic,"Sunroof, Backup Camera, Remote Start, Bluetooth",Like New,Yes
Subaru,Impreza,2022,82232,14411.504,Gasoline,Brown,Manual,Heated Seats,Used,Yes
Jaguar,I-Pace,2012,18531,27627.512,Electric,Brown,Automatic,Leather Seats,Like New,Yes
Land Rover,Discovery,2022,77836,13073.832000000002,Electric,Gray,Manual,"Backup Camera, Heated Seats",New,Yes
Honda,Pilot,2015,50979,13405.096,Diesel,Yellow,Automatic,"GPS, Leather Seats, Backup Camera",Used,Yes
Honda,Pilot,2022,113251,31733.240000000005,Diesel,Yellow,Automatic,Heated Seats,New,Yes
Nissan,Altima,2010,48935,20704.536,Hybrid,Gray,Manual,"Heated Seats, Remote Start, Sunroof, Backup Camera",Used,Yes
Nissan,Maxima,2018,118962,4427.072,Hybrid,Green,Manual,Backup Camera,Used,Yes
Kia,Soul,2019,76457,16058.824,Electric,Black,Manual,"Remote Start, Heated Seats, Leather Seats, Backup Camera",Used,Yes
Land Rover,Evoque,2020,52164,15277.712,Gasoline,Red,Automatic,Backup Camera,New,Yes
Audi,A3,2015,62518,30109.024,Electric,Blue,Automatic,Backup Camera,New,Yes
Mercedes,S-Class,2020,36926,29490.704,Gasoline,Black,Automatic,Heated Seats,Like New,Yes
Chevrolet,Malibu,2014,127409,27777.2,Gasoline,Yellow,Manual,"Leather Seats, GPS, Bluetooth",Like New,Yes
Ford,Mustang,2016,92203,39854.512,Electric,Gray,Automatic,"Leather Seats, Backup Camera, Sunroof, Remote Start",Like New,Yes
Jaguar,XE,2012,146723,31673.464000000004,Diesel,Brown,Automatic,GPS,Like New,Yes
BMW,3 Series,2019,70692,31980.536,Gasoline,Yellow,Automatic,Heated Seats,Used,Yes
Mazda,CX-5,2012,91463,36566.232,Gasoline,Orange,Manual,"Remote Start, Heated Seats, GPS, Leather Seats",Like New,Yes
Toyota,Tacoma,2021,131370,8363.328,Electric,Silver,Manual,Bluetooth,Like New,Yes
Chevy,Equinox,2011,125491,31376.312,Electric,Blue,Automatic,"Heated Seats, Leather Seats, Bluetooth, Sunroof",Used,Yes
Audi,A6,2017,27246,35867.712,Hybrid,Blue,Automatic,Heated Seats,New,Yes
Chrysler,Charger,2017,106913,6267.736000000001,Electric,Yellow,Manual,"GPS, Bluetooth, Remote Start",New,Yes
Mazda,Mazda3,2013,142132,20501.336,Diesel,Brown,Automatic,"Sunroof, Heated Seats",New,Yes
Toyota,Tacoma,2019,17006,12736.568,Diesel,Red,Automatic,"Remote Start, GPS, Sunroof",Used,Yes
Fiat,500X,2019,21766,41801.01,Gasoline,Black,Manual,Remote Start,Used,No
Mercedes,A-Class,2015,110384,19590.57,Diesel,Silver,Automatic,"GPS, Remote Start, Bluetooth",New,No
Honda,Pilot,2012,101974,23922.68,Hybrid,Blue,Automatic,"Remote Start, Leather Seats, GPS, Sunroof",New,Yes
BMW,3 Series,2010,52032,37340.92800000001,Electric,Green,Manual,"Leather Seats, Heated Seats",Used,Yes
Nissan,Leaf,2017,113011,12613.136,Diesel,Brown,Automatic,"Backup Camera, GPS, Bluetooth, Remote Start",Used,Yes
Subaru,Outback,2018,66771,10908.504,Gasoline,Brown,Manual,"Remote Start, Heated Seats, Leather Seats, Bluetooth",Used,Yes
Ford,Escape,2011,44116,28668.776,Hybrid,Yellow,Automatic,Heated Seats,New,Yes
Kia,Forte,2013,118946,13049.744,Hybrid,Red,Automatic,"Leather Seats, GPS",Used,Yes
Jaguar,I-Pace,2011,23575,36222.848,Hybrid,Brown,Manual,"Leather Seats, GPS, Bluetooth",Like New,Yes
Tesla,Model 3,2013,113159,35315.904,Hybrid,Blue,Automatic,Sunroof,Like New,Yes
Honda,Accord,2019,124273,13012.73,Electric,White,Manual,"Bluetooth, Leather Seats, Remote Start",Used,No
Honda,Civic,2021,20637,14101.752,Gasoline,Yellow,Manual,"Leather Seats, Bluetooth, Backup Camera",Like New,Yes
Chevrolet,Traverse,2012,149901,34780.144,Gasoline,Green,Manual,"Bluetooth, GPS, Sunroof, Leather Seats",New,Yes
Tesla,Model X,2016,63302,36105.616,Diesel,Brown,Automatic,Sunroof,Like New,Yes
Land Rover,Discovery,2016,144230,18195.528,Gasoline,Yellow,Manual,Heated Seats,New,Yes
Subaru,Forester,2012,98953,14648.456,Gasoline,Red,Manual,"Heated Seats, Sunroof",Used,Yes
Chrysler,Dodge Durango,2010,124233,20695.384,Diesel,Green,Automatic,Remote Start,Like New,Yes
BMW,X3,2021,92269,28891.41,Electric,Green,Manual,Backup Camera,Used,No
Hyundai,Elantra,2018,100417,35967.208000000006,Gasoline,Green,Manual,"Bluetooth, Leather Seats, Backup Camera",Like New,Yes
BMW,X7,2021,58664,8982.608,Electric,Blue,Automatic,"Remote Start, Heated Seats",Used,Yes
Tesla,Model X,2015,75086,22128.376000000004,Hybrid,Gray,Automatic,"Sunroof, Remote Start, Backup Camera",New,Yes
Land Rover,Discovery,2017,144435,28419.096000000005,Electric,Yellow,Manual,"Sunroof, GPS",Used,Yes
BMW,X3,2012,80595,38497.232,Gasoline,Black,Automatic,"Sunroof, Leather Seats",Like New,Yes
Mercedes,S-Class,2020,10948,14554.096,Diesel,Yellow,Manual,Bluetooth,Like New,Yes
Mercedes,C-Class,2010,65903,42572.64,Electric,Green,Manual,"Backup Camera, Heated Seats, Remote Start, Sunroof",Used,No
Porsche,Macan,2019,39591,36338.152,Electric,White,Manual,"Bluetooth, GPS, Leather Seats",New,Yes
Kia,Forte,2017,48611,26270.688,Diesel,Orange,Manual,"Leather Seats, Remote Start",New,Yes
Audi,A4,2015,38154,19871.992,Electric,White,Automatic,"Bluetooth, Leather Seats, Remote Start",Used,Yes
Porsche,Taycan,2012,144891,14856.152,Gasoline,Green,Manual,"Leather Seats, GPS, Backup Camera",New,Yes
Land Rover,Evoque,2020,82478,21060.784,Electric,Brown,Automatic,"Heated Seats, GPS, Sunroof",Used,Yes
Ford,Escape,2020,149430,8207.536,Gasoline,Green,Automatic,Bluetooth,Like New,Yes
Ford,Explorer,2020,56157,25003.528,Diesel,Gray,Automatic,"Heated Seats, Remote Start, GPS, Sunroof",New,Yes
Mercedes,A-Class,2015,139101,47453.1,Electric,Green,Automatic,"Sunroof, Bluetooth, GPS",Used,No
Volkswagen,Passat,2015,85762,48988.56,Gasoline,Blue,Manual,"Bluetooth, Leather Seats, Sunroof, Backup Camera",Used,No
Honda,Fit,2019,27564,9171.016,Electric,Yellow,Manual,GPS,New,Yes
Subaru,Impreza,2016,50847,24009.296,Diesel,Blue,Automatic,"GPS, Bluetooth, Backup Camera, Heated Seats",Like New,Yes
Jaguar,I-Pace,2021,126491,12082.728,Gasoline,White,Manual,Heated Seats,Like New,Yes
Volkswagen,Tiguan,2012,133945,36644.552,Diesel,Red,Automatic,Backup Camera,Like New,Yes
Kia,Sportage,2017,119312,35260.456,Hybrid,Black,Manual,"Leather Seats, Backup Camera, GPS",Used,Yes
Honda,CR-V,2017,40519,16865.88,Gasoline,Gray,Manual,Bluetooth,Like New,Yes
Volkswagen,Beetle,2020,25139,22499.192000000003,Diesel,Black,Automatic,"Remote Start, Heated Seats, Bluetooth",Used,Yes
Nissan,Rogue,2011,145095,24881.68,Diesel,Red,Automatic,"Remote Start, Sunroof, Heated Seats",Used,Yes
Hyundai,Sonata,2011,62114,11954.97,Diesel,Blue,Automatic,GPS,Like New,No
Honda,Civic,2017,96281,15216.648,Electric,White,Manual,"Heated Seats, Bluetooth",Used,Yes
Toyota,Camry,2013,38741,34845.344000000005,Diesel,Blue,Manual,"GPS, Sunroof",New,Yes
Audi,A4,2010,131944,31264.024,Gasoline,Blue,Automatic,"GPS, Bluetooth, Remote Start, Backup Camera",New,Yes
Volkswagen,Jetta,2022,30297,32165.352000000003,Diesel,Brown,Automatic,GPS,New,Yes
Honda,CR-V,2019,96183,16679.320000000003,Diesel,Orange,Automatic,"Heated Seats, Leather Seats",New,Yes
Volkswagen,Golf,2022,145804,4155.84,Gasoline,Blue,Manual,"Heated Seats, GPS, Leather Seats, Bluetooth",Like New,Yes
Mazda,CX-9,2013,139807,12191.952,Gasoline,Silver,Automatic,"Sunroof, Bluetooth",Like New,Yes
Volkswagen,Beetle,2021,15645,6960.928,Hybrid,Black,Manual,"Heated Seats, Sunroof, Leather Seats",Like New,Yes
Chevy,Malibu,2014,117187,10796.256,Gasoline,Yellow,Manual,"Heated Seats, GPS, Sunroof, Backup Camera",New,Yes
Land Rover,Discovery,2011,42582,22766.52,Gasoline,White,Automatic,"Leather Seats, Backup Camera, Sunroof",Like New,No
Audi,Q5,2016,135838,14026.656,Electric,Green,Manual,"Backup Camera, Bluetooth, Leather Seats, Sunroof",Like New,Yes
Audi,A4,2014,133277,21901.856,Diesel,Red,Automatic,Sunroof,Used,Yes
Toyota,Corolla,2016,90709,9498.52,Gasoline,Black,Manual,"Heated Seats, Sunroof, Remote Start",Like New,Yes
Land Rover,Evoque,2018,95076,33141.336,Gasoline,Red,Manual,"Bluetooth, Sunroof, Heated Seats, Backup Camera",New,Yes
Ford,F-150,2012,84441,35849.208000000006,Diesel,Yellow,Manual,"Sunroof, GPS, Backup Camera, Remote Start",New,Yes
Chevy,Traverse,2019,128160,21132.800000000003,Diesel,Orange,Automatic,"Backup Camera, Sunroof, Remote Start, Bluetooth",Like New,Yes
Volkswagen,Passat,2010,12378,25256.68,Diesel,Silver,Manual,"Sunroof, GPS, Remote Start",Used,Yes
